id,issue_id,assignment_id,escalation_type,escalated_to_role,escalated_by_user_id,reason,total_missed_calls,time_elapsed_without_response,notification_sent,notification_sent_at,resolved,resolved_at,created_at,updated_at
752,6207,5901,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,08:00:00,true,2024-08-29 21:41:58.000000+00,false,,2024-08-29 21:41:58.000000+00,2024-08-29 21:41:58.000000+00
753,6211,5905,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 5 call(s) (threshold: 5),5,20:00:00,true,2025-12-20 06:15:39.000000+00,false,,2025-12-20 06:15:39.000000+00,2025-12-20 06:15:39.000000+00
754,6216,5910,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2022-11-05 21:02:08.000000+00,false,,2022-11-05 21:02:08.000000+00,2022-11-05 21:02:08.000000+00
755,6225,5920,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2022-07-03 09:30:38.000000+00,false,,2022-07-03 09:30:38.000000+00,2022-07-03 09:30:38.000000+00
756,6226,5921,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-05-08 11:11:50.000000+00,false,,2024-05-08 11:11:50.000000+00,2024-05-08 11:11:50.000000+00
757,6238,5933,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,24:00:00,true,2022-04-29 11:06:36.000000+00,false,,2022-04-29 11:06:36.000000+00,2022-04-29 11:06:36.000000+00
758,6243,5937,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 5 call(s) (threshold: 5),5,40:00:00,true,2022-04-05 08:27:11.000000+00,false,,2022-04-05 08:27:11.000000+00,2022-04-05 08:27:11.000000+00
759,6247,5941,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,08:00:00,true,2022-11-21 21:43:28.000000+00,false,,2022-11-21 21:43:28.000000+00,2022-11-21 21:43:28.000000+00
760,6255,5948,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,06:00:00,true,2023-04-29 01:46:58.000000+00,false,,2023-04-29 01:46:58.000000+00,2023-04-29 01:46:58.000000+00
761,6257,5950,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,10:00:00,true,2024-06-19 05:38:35.000000+00,false,,2024-06-19 05:38:35.000000+00,2024-06-19 05:38:35.000000+00
762,6264,5955,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,20:00:00,true,2024-06-01 07:55:07.000000+00,false,,2024-06-01 07:55:07.000000+00,2024-06-01 07:55:07.000000+00
763,6282,5971,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,06:00:00,true,2025-07-14 21:16:48.000000+00,false,,2025-07-14 21:16:48.000000+00,2025-07-14 21:16:48.000000+00
764,6283,5972,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,10:00:00,true,2022-04-13 09:40:53.000000+00,false,,2022-04-13 09:40:53.000000+00,2022-04-13 09:40:53.000000+00
765,6304,5992,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-06-05 02:53:38.000000+00,false,,2024-06-05 02:53:38.000000+00,2024-06-05 02:53:38.000000+00
766,6307,5995,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,08:00:00,true,2024-10-17 20:38:14.000000+00,false,,2024-10-17 20:38:14.000000+00,2024-10-17 20:38:14.000000+00
767,6317,6004,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,10:00:00,true,2025-07-19 02:56:04.000000+00,false,,2025-07-19 02:56:04.000000+00,2025-07-19 02:56:04.000000+00
768,6337,6021,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,08:00:00,true,2023-11-02 09:51:04.000000+00,false,,2023-11-02 09:51:04.000000+00,2023-11-02 09:51:04.000000+00
769,6343,6029,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,08:00:00,true,2025-02-17 00:15:09.000000+00,false,,2025-02-17 00:15:09.000000+00,2025-02-17 00:15:09.000000+00
770,6351,6036,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2023-01-08 19:40:09.000000+00,false,,2023-01-08 19:40:09.000000+00,2023-01-08 19:40:09.000000+00
771,6374,6057,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-10-31 15:23:34.000000+00,false,,2022-10-31 15:23:34.000000+00,2022-10-31 15:23:34.000000+00
772,6379,6062,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-01-05 16:57:03.000000+00,false,,2022-01-05 16:57:03.000000+00,2022-01-05 16:57:03.000000+00
773,6382,6065,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,12:00:00,true,2022-07-19 05:59:07.000000+00,false,,2022-07-19 05:59:07.000000+00,2022-07-19 05:59:07.000000+00
774,6396,6079,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-10-08 11:09:38.000000+00,false,,2025-10-08 11:09:38.000000+00,2025-10-08 11:09:38.000000+00
775,6424,6108,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2022-06-03 18:40:56.000000+00,false,,2022-06-03 18:40:56.000000+00,2022-06-03 18:40:56.000000+00
776,6434,6116,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,06:00:00,true,2024-11-08 19:49:59.000000+00,false,,2024-11-08 19:49:59.000000+00,2024-11-08 19:49:59.000000+00
777,6435,6117,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,16:00:00,true,2022-09-21 08:46:45.000000+00,false,,2022-09-21 08:46:45.000000+00,2022-09-21 08:46:45.000000+00
778,6436,6118,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-07-19 15:30:25.000000+00,false,,2024-07-19 15:30:25.000000+00,2024-07-19 15:30:25.000000+00
779,6437,6119,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,40:00:00,true,2023-07-11 03:05:56.000000+00,false,,2023-07-11 03:05:56.000000+00,2023-07-11 03:05:56.000000+00
780,6451,6132,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,20:00:00,true,2024-11-14 09:23:04.000000+00,false,,2024-11-14 09:23:04.000000+00,2024-11-14 09:23:04.000000+00
781,6452,6133,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,32:00:00,true,2024-02-22 02:54:46.000000+00,false,,2024-02-22 02:54:46.000000+00,2024-02-22 02:54:46.000000+00
782,6460,6140,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-02-12 10:05:20.000000+00,false,,2025-02-12 10:05:20.000000+00,2025-02-12 10:05:20.000000+00
783,6472,6152,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,20:00:00,true,2024-05-29 12:26:31.000000+00,false,,2024-05-29 12:26:31.000000+00,2024-05-29 12:26:31.000000+00
784,6481,6160,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-10-25 22:55:21.000000+00,false,,2024-10-25 22:55:21.000000+00,2024-10-25 22:55:21.000000+00
785,6491,6170,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 5 call(s) (threshold: 5),5,40:00:00,true,2025-09-29 13:18:14.000000+00,false,,2025-09-29 13:18:14.000000+00,2025-09-29 13:18:14.000000+00
786,6501,6179,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-11-06 16:34:06.000000+00,false,,2022-11-06 16:34:06.000000+00,2022-11-06 16:34:06.000000+00
787,6507,6184,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,16:00:00,true,2022-03-01 07:49:10.000000+00,false,,2022-03-01 07:49:10.000000+00,2022-03-01 07:49:10.000000+00
788,6510,6188,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-03-10 11:34:02.000000+00,false,,2025-03-10 11:34:02.000000+00,2025-03-10 11:34:02.000000+00
789,6514,6192,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,40:00:00,true,2022-08-20 04:30:01.000000+00,false,,2022-08-20 04:30:01.000000+00,2022-08-20 04:30:01.000000+00
790,6519,6197,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,06:00:00,true,2023-09-21 23:23:32.000000+00,false,,2023-09-21 23:23:32.000000+00,2023-09-21 23:23:32.000000+00
791,6529,6205,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-12-23 04:13:35.000000+00,false,,2024-12-23 04:13:35.000000+00,2024-12-23 04:13:35.000000+00
792,6535,6211,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,06:00:00,true,2023-04-10 19:43:33.000000+00,false,,2023-04-10 19:43:33.000000+00,2023-04-10 19:43:33.000000+00
793,6544,6221,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,10:00:00,true,2024-04-26 02:42:09.000000+00,false,,2024-04-26 02:42:09.000000+00,2024-04-26 02:42:09.000000+00
794,6550,6227,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2022-07-24 16:05:53.000000+00,false,,2022-07-24 16:05:53.000000+00,2022-07-24 16:05:53.000000+00
795,6558,6235,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2023-02-03 05:25:14.000000+00,false,,2023-02-03 05:25:14.000000+00,2023-02-03 05:25:14.000000+00
796,6564,6241,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-09-19 16:34:40.000000+00,false,,2024-09-19 16:34:40.000000+00,2024-09-19 16:34:40.000000+00
797,6574,6251,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,10:00:00,true,2024-12-27 22:12:53.000000+00,false,,2024-12-27 22:12:53.000000+00,2024-12-27 22:12:53.000000+00
798,6580,6258,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-12-04 03:26:00.000000+00,false,,2023-12-04 03:26:00.000000+00,2023-12-04 03:26:00.000000+00
799,6581,6259,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 4 call(s) (threshold: 4),4,16:00:00,true,2023-06-21 11:37:38.000000+00,false,,2023-06-21 11:37:38.000000+00,2023-06-21 11:37:38.000000+00
800,6600,6279,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,10:00:00,true,2022-09-21 22:53:36.000000+00,false,,2022-09-21 22:53:36.000000+00,2022-09-21 22:53:36.000000+00
801,6616,6292,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 5 call(s) (threshold: 5),5,20:00:00,true,2022-08-19 12:39:30.000000+00,false,,2022-08-19 12:39:30.000000+00,2022-08-19 12:39:30.000000+00
802,6622,6297,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,16:00:00,true,2023-03-06 05:14:46.000000+00,false,,2023-03-06 05:14:46.000000+00,2023-03-06 05:14:46.000000+00
803,6626,6301,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,12:00:00,true,2023-09-11 21:27:00.000000+00,false,,2023-09-11 21:27:00.000000+00,2023-09-11 21:27:00.000000+00
804,6630,6304,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,32:00:00,true,2025-05-25 17:14:29.000000+00,false,,2025-05-25 17:14:29.000000+00,2025-05-25 17:14:29.000000+00
805,6631,6305,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,06:00:00,true,2023-07-02 00:26:43.000000+00,false,,2023-07-02 00:26:43.000000+00,2023-07-02 00:26:43.000000+00
806,6661,6330,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-02-24 09:11:54.000000+00,false,,2025-02-24 09:11:54.000000+00,2025-02-24 09:11:54.000000+00
807,6662,6331,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 4 call(s) (threshold: 4),4,16:00:00,true,2022-05-28 06:26:04.000000+00,false,,2022-05-28 06:26:04.000000+00,2022-05-28 06:26:04.000000+00
808,6668,6336,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-08-04 08:00:38.000000+00,false,,2025-08-04 08:00:38.000000+00,2025-08-04 08:00:38.000000+00
809,6672,6340,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-04-18 13:15:00.000000+00,false,,2025-04-18 13:15:00.000000+00,2025-04-18 13:15:00.000000+00
810,6681,6348,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,08:00:00,true,2023-06-29 09:08:34.000000+00,false,,2023-06-29 09:08:34.000000+00,2023-06-29 09:08:34.000000+00
811,6683,6350,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2022-05-23 23:07:41.000000+00,false,,2022-05-23 23:07:41.000000+00,2022-05-23 23:07:41.000000+00
812,6686,6352,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-01-17 21:47:34.000000+00,false,,2024-01-17 21:47:34.000000+00,2024-01-17 21:47:34.000000+00
813,6688,6354,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,32:00:00,true,2025-04-03 00:20:23.000000+00,false,,2025-04-03 00:20:23.000000+00,2025-04-03 00:20:23.000000+00
814,6692,6358,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,24:00:00,true,2022-05-01 16:55:07.000000+00,false,,2022-05-01 16:55:07.000000+00,2022-05-01 16:55:07.000000+00
815,6700,6365,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 5 call(s) (threshold: 5),5,20:00:00,true,2024-05-04 14:49:08.000000+00,false,,2024-05-04 14:49:08.000000+00,2024-05-04 14:49:08.000000+00
816,6711,6376,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2022-10-24 14:37:29.000000+00,false,,2022-10-24 14:37:29.000000+00,2022-10-24 14:37:29.000000+00
817,6715,6380,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,12:00:00,true,2023-11-08 02:09:16.000000+00,false,,2023-11-08 02:09:16.000000+00,2023-11-08 02:09:16.000000+00
818,6720,6385,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 4 call(s) (threshold: 4),4,08:00:00,true,2024-01-29 22:37:54.000000+00,false,,2024-01-29 22:37:54.000000+00,2024-01-29 22:37:54.000000+00
819,6728,6393,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,24:00:00,true,2025-11-23 13:40:03.000000+00,false,,2025-11-23 13:40:03.000000+00,2025-11-23 13:40:03.000000+00
820,6745,6409,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-09-05 02:48:22.000000+00,false,,2024-09-05 02:48:22.000000+00,2024-09-05 02:48:22.000000+00
821,6746,6410,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-05-04 17:50:55.000000+00,false,,2022-05-04 17:50:55.000000+00,2022-05-04 17:50:55.000000+00
822,6749,6412,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-07-11 03:24:10.000000+00,false,,2025-07-11 03:24:10.000000+00,2025-07-11 03:24:10.000000+00
823,6760,6424,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,16:00:00,true,2022-12-16 11:52:13.000000+00,false,,2022-12-16 11:52:13.000000+00,2022-12-16 11:52:13.000000+00
824,6773,6437,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,08:00:00,true,2025-02-04 22:44:51.000000+00,false,,2025-02-04 22:44:51.000000+00,2025-02-04 22:44:51.000000+00
825,6778,6442,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-07-26 18:15:33.000000+00,false,,2022-07-26 18:15:33.000000+00,2022-07-26 18:15:33.000000+00
826,6790,6454,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,40:00:00,true,2023-04-09 08:36:54.000000+00,false,,2023-04-09 08:36:54.000000+00,2023-04-09 08:36:54.000000+00
827,6791,6455,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-01-13 12:10:33.000000+00,false,,2025-01-13 12:10:33.000000+00,2025-01-13 12:10:33.000000+00
828,6811,6473,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,10:00:00,true,2023-08-22 23:56:32.000000+00,false,,2023-08-22 23:56:32.000000+00,2023-08-22 23:56:32.000000+00
829,6820,6482,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,20:00:00,true,2023-05-25 06:40:43.000000+00,false,,2023-05-25 06:40:43.000000+00,2023-05-25 06:40:43.000000+00
830,6842,6502,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,08:00:00,true,2022-07-14 18:17:05.000000+00,false,,2022-07-14 18:17:05.000000+00,2022-07-14 18:17:05.000000+00
831,6848,6508,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,32:00:00,true,2022-07-11 21:44:07.000000+00,false,,2022-07-11 21:44:07.000000+00,2022-07-11 21:44:07.000000+00
832,6867,6524,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,06:00:00,true,2025-05-25 16:14:00.000000+00,false,,2025-05-25 16:14:00.000000+00,2025-05-25 16:14:00.000000+00
833,6879,6536,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-09-20 01:47:33.000000+00,false,,2023-09-20 01:47:33.000000+00,2023-09-20 01:47:33.000000+00
834,6885,6542,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,08:00:00,true,2022-08-06 02:23:06.000000+00,false,,2022-08-06 02:23:06.000000+00,2022-08-06 02:23:06.000000+00
835,6886,6543,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,40:00:00,true,2025-08-17 09:23:32.000000+00,false,,2025-08-17 09:23:32.000000+00,2025-08-17 09:23:32.000000+00
836,6889,6546,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,06:00:00,true,2025-05-08 18:32:57.000000+00,false,,2025-05-08 18:32:57.000000+00,2025-05-08 18:32:57.000000+00
837,6897,6554,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2025-06-15 17:56:15.000000+00,false,,2025-06-15 17:56:15.000000+00,2025-06-15 17:56:15.000000+00
838,6905,6562,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,12:00:00,true,2022-12-23 06:22:13.000000+00,false,,2022-12-23 06:22:13.000000+00,2022-12-23 06:22:13.000000+00
839,6910,6567,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,12:00:00,true,2022-02-14 06:03:04.000000+00,false,,2022-02-14 06:03:04.000000+00,2022-02-14 06:03:04.000000+00
840,6911,6568,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,24:00:00,true,2022-04-05 18:20:32.000000+00,false,,2022-04-05 18:20:32.000000+00,2022-04-05 18:20:32.000000+00
841,6913,6571,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2023-02-09 23:21:17.000000+00,false,,2023-02-09 23:21:17.000000+00,2023-02-09 23:21:17.000000+00
842,6919,6578,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,08:00:00,true,2022-12-27 23:56:32.000000+00,false,,2022-12-27 23:56:32.000000+00,2022-12-27 23:56:32.000000+00
843,6923,6582,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,20:00:00,true,2025-06-19 07:57:19.000000+00,false,,2025-06-19 07:57:19.000000+00,2025-06-19 07:57:19.000000+00
844,6932,6590,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,06:00:00,true,2023-11-07 18:36:04.000000+00,false,,2023-11-07 18:36:04.000000+00,2023-11-07 18:36:04.000000+00
845,6936,6594,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,40:00:00,true,2024-02-12 15:05:27.000000+00,false,,2024-02-12 15:05:27.000000+00,2024-02-12 15:05:27.000000+00
846,6940,6598,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,20:00:00,true,2022-11-10 08:46:31.000000+00,false,,2022-11-10 08:46:31.000000+00,2022-11-10 08:46:31.000000+00
847,6954,6612,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,20:00:00,true,2024-10-17 11:15:20.000000+00,false,,2024-10-17 11:15:20.000000+00,2024-10-17 11:15:20.000000+00
848,6979,6633,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,32:00:00,true,2025-08-02 19:05:16.000000+00,false,,2025-08-02 19:05:16.000000+00,2025-08-02 19:05:16.000000+00
849,6994,6648,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,08:00:00,true,2023-05-13 20:20:42.000000+00,false,,2023-05-13 20:20:42.000000+00,2023-05-13 20:20:42.000000+00
850,6996,6650,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,32:00:00,true,2022-09-01 00:44:16.000000+00,false,,2022-09-01 00:44:16.000000+00,2022-09-01 00:44:16.000000+00
851,6997,6651,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 5 call(s) (threshold: 5),5,10:00:00,true,2025-05-24 16:00:18.000000+00,false,,2025-05-24 16:00:18.000000+00,2025-05-24 16:00:18.000000+00
852,7002,6655,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,16:00:00,true,2024-11-01 06:18:12.000000+00,false,,2024-11-01 06:18:12.000000+00,2024-11-01 06:18:12.000000+00
853,7005,6658,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,20:00:00,true,2024-08-22 21:13:51.000000+00,false,,2024-08-22 21:13:51.000000+00,2024-08-22 21:13:51.000000+00
854,7015,6669,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,32:00:00,true,2022-11-09 20:22:35.000000+00,false,,2022-11-09 20:22:35.000000+00,2022-11-09 20:22:35.000000+00
855,7017,6671,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,08:00:00,true,2022-11-04 04:24:43.000000+00,false,,2022-11-04 04:24:43.000000+00,2022-11-04 04:24:43.000000+00
856,7023,6677,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,16:00:00,true,2024-04-24 02:40:56.000000+00,false,,2024-04-24 02:40:56.000000+00,2024-04-24 02:40:56.000000+00
857,7024,6679,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-04-27 08:43:06.000000+00,false,,2025-04-27 08:43:06.000000+00,2025-04-27 08:43:06.000000+00
858,7025,6680,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,12:00:00,true,2025-07-16 01:24:06.000000+00,false,,2025-07-16 01:24:06.000000+00,2025-07-16 01:24:06.000000+00
859,7042,6696,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 5 call(s) (threshold: 5),5,10:00:00,true,2023-02-02 22:48:39.000000+00,false,,2023-02-02 22:48:39.000000+00,2023-02-02 22:48:39.000000+00
860,7059,6711,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,10:00:00,true,2025-06-09 21:24:27.000000+00,false,,2025-06-09 21:24:27.000000+00,2025-06-09 21:24:27.000000+00
861,7082,6733,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-12-05 00:14:55.000000+00,false,,2023-12-05 00:14:55.000000+00,2023-12-05 00:14:55.000000+00
862,7091,6741,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,06:00:00,true,2025-07-02 17:41:47.000000+00,false,,2025-07-02 17:41:47.000000+00,2025-07-02 17:41:47.000000+00
863,7096,6746,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-07-28 23:38:52.000000+00,false,,2023-07-28 23:38:52.000000+00,2023-07-28 23:38:52.000000+00
864,7099,6749,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2024-01-19 20:48:18.000000+00,false,,2024-01-19 20:48:18.000000+00,2024-01-19 20:48:18.000000+00
